avgExecutorRunTime , avgexecutorCpuTime , InputBytes , avgShuffleReadBytes ,avgShuffleWriteBytes , avgMemoryBytesSpilled ,avgDiskBytesSpilled ,avgExecutorDeserializeTime , avgExecutorDeserializeCPUTime ,avgResultSize , numberOfStages,avgGCTime ,avgOutSize , avgResultSerTime , avgInputRecordsRead, avgOutputRecordsWritten, avgShuffleRemoteBlocksFetched, avgShuffleLocalBlocksFetched, avgShuffleFetchWaitTime, avgShuffleRemoteBytesRead , avgShuffleTotalBlocksFetched ,avgShuffleWriteTime,avgShuffleWriteRecords ,avgShuffleReadRecords , AppId , Exec_time
65565,2.25E+09,1.34E+08,2315053,7827.5,0,0,99.5,1.34E+07,2472,2,142.5,1201,0.5,99918.5,39,1465.5,734.5,1457,1572932,1924,164020,500,150072,application_1562860412721_7670,2104303
68429,2.21E+09,1.34E+08,1328688.5,7827.5,0,0,143.5,1.71E+07,2756,2,145.5,689.5,1.5,99918.5,21.5,1816,192,1989.5,1196059.5,1924,239930,500,82732,application_1562860412721_7733,2227624
60676,2.26E+09,1.34E+08,2894698,7346,0,0,144,1.44E+07,2457,2,138.5,1604,0.5,99918.5,52.5,1519.5,771,918,2022001.5,1924,153090,500,202020,application_1562860412721_7825,2300385
17770.5,2.36E+09,1.34E+08,1697766.5,7711.5,0,0,84,1.37E+07,2477,2,287.5,907,0.5,99918.5,29,1649,350.5,1478.5,1392498,1924,213976.5,500,111592,application_1562860412721_7901,1933935
75939,2.39E+09,1.34E+08,846023.5,7327.5,0,0,187.5,1.17E+07,2765,2,209.5,495.5,1,99918.5,15.5,1460,733.5,738.5,563929,1924,234850,500,59644,application_1562860412721_7965,2181107
12913,2.11E+09,1.34E+08,1543225.5,7786.5,0,0,167,1.24E+07,2479,2,76.5,823.5,0.5,99918.5,26.5,1296,668,2504.5,1007368.5,1924,180112.5,500,101972,application_1562860412721_8048,1713600
361674,2.09E+09,1.34E+08,861415.5,7327.5,0,0,1092,2.12E+07,2768,2,1126,477,2.5,99918,14.5,1854.5,132.5,2088.5,804118,1924,268608.5,500,55796,application_1562860412721_8107,2955952
4385.5,2.00E+09,1.34E+08,1184481,7827.5,0,0,129.5,1.06E+07,2713,2,20.5,617,0.5,99918.5,19,1300,676,95,800325,1924,171600.5,500,73112,application_1562860412721_8196,1214574
114582,2.59E+09,1.34E+08,2712404,7369,0,0,192.5,1.63E+07,2458,2,492.5,1494.5,1,99918.5,49,1717,385,872.5,2420021.5,1924,185149.5,500,188552,application_1562860412721_8242,2399078
3478.5,1.88E+09,1.34E+08,984013,7766.5,0,0,106,1.07E+07,2762,2,23.5,537.5,1,99918.5,16.5,1300,676,185.5,664920,1924,202628.5,500,63492,application_1562860412721_8330,1437604
102581,2.33E+09,1.34E+08,1999757.5,7827.5,0,0,163.5,1.80E+07,2474,2,457,1028,0.5,99918.5,33,1770.5,256.5,1522,1838720,1924,185051.5,500,126984,application_1562860412721_8373,3373582
9701.5,1.98E+09,1.34E+08,1313259.5,7327.5,0,0,171,1.23E+07,2474,2,50.5,722,0.5,99918.5,22.5,1312,656.5,1459.5,870596,1924,168462,500,86580,application_1562860412721_8507,1547206
86565.5,2.35E+09,1.34E+08,799109,7570.5,0,0,208,1.38E+07,2772,2,496.5,473,1,99918,14.5,1665,362,1154,659137,1924,298717.5,500,55796,application_1562860412721_8577,2917683
95629,2.43E+09,1.34E+08,1953321,7513.5,0,0,136.5,1.67E+07,2744,2,444.5,1058.5,3.5,99918.5,33.5,1788,246.5,753.5,1811281.5,1924,225897.5,500,128908,application_1562860412721_8715,2331565
133374.5,2.39E+09,1.34E+08,984477.5,7827.5,0,0,246,1.44E+07,2497,2,517.5,530,1,99918,16.5,1718,389.5,845,809489,1924,257666.5,500,63492,application_1562860412721_8858,2751826
138760.5,2.39E+09,1.34E+08,1245938,7327.5,0,0,207,1.72E+07,2477,2,488.5,697,1,99918,22,1797,263,987.5,1147810,1924,232808,500,84656,application_1562860412721_8995,2728497
64626.5,2.67E+09,1.34E+08,3264806.5,7226.5,0,0,104,1.27E+07,2733,2,179,1793.5,0.5,99918.5,58,1417,709,663,2404563.5,1924,167548,500,223184,application_1562860412721_9130,2039898
119251,2.28E+09,1.34E+08,1049025,7411,0,0,160,1.73E+07,2492,2,560,601.5,1,99918.5,19,1819,199,1648,981500,1924,257822.5,500,73112,application_1562860412721_9242,3868790
18295,2.38E+09,1.34E+08,2220814,7327.5,0,0,112.5,1.11E+07,2738,2,110,1200.5,0.5,99918.5,38,1300,676,1634.5,1500550,1924,162729.5,500,146224,application_1562860412721_9427,1687813
