382846.6667,8.21E+10,4.14E+09,3.27E+08,1.30E+08,1.23E+09,2.05E+08,1289.833333,6.91E+07,8266,6,278184.6667,3230835.5,0.833333333,1669891.333,86210.83333,71.66666667,18.83333333,87622.83333,2.73E+08,84.5,3.12E+10,7596916.667,1.98E+07,application_1551694466424_2009,2467748
193235.8333,6.55E+10,3.13E+09,1.69E+08,1.16E+08,0,0,961.5,8.75E+07,8390,6,117707,2402366.167,0.833333333,1603574.833,64105.33333,54.33333333,7.833333333,18623.33333,1.49E+08,61.5,2.55E+10,6851668.667,1.05E+07,application_1551694466424_2182,1323608
326755.6667,1.62E+11,8.94E+09,5.43E+08,1.73E+08,5.04E+09,4.70E+08,125.5,3.41E+07,8751,6,150115.8333,5205060.333,0.333333333,1827925,138892.5,53.5,27.16666667,36378.16667,3.69E+08,79,6.82E+08,8722020.667,2.93E+07,application_1551694466424_2266,2284427
891007,2.34E+11,2.69E+08,0,1.77E+08,1.30E+09,1.42E+08,2013,4.66E+08,2474,2,547926,0,1,8467451,0,0,0,0,0,0,1.77E+11,8467404,0,application_1551694466424_2421,7550384
224441.3333,1.07E+11,5.24E+09,3.53E+08,1.12E+08,2.15E+09,4.60E+08,116.3333333,3.08E+07,8772,6,99008.66667,4073469.667,0.5,1737350.333,108697.1667,54.66666667,27.33333333,34841.66667,2.38E+08,81.5,4.38E+08,8166856.667,2.39E+07,application_1551694466424_2936,1631631
222631,1.33E+11,8.96E+09,5.38E+08,1.25E+08,2.32E+09,2.99E+08,616.3333333,6.14E+07,8775,6,82111.5,7206821.833,0.666666667,1988180.5,192310.3333,65.33333333,15.16666667,22308,4.62E+08,76.5,1.70E+08,9329508.167,3.83E+07,application_1551694466424_3015,1672121
281169.8333,8.55E+10,4.81E+09,2.88E+08,1.23E+08,1.93E+09,2.82E+08,168.6666667,5.29E+07,8242,6,192132.3333,2755664.667,0.666666667,1631851,73531.16667,60.83333333,30.33333333,57575,2.04E+08,87,3.69E+10,7196548.833,1.74E+07,application_1551694466424_3125,2113316
386593.5,1.26E+11,1.19E+10,8.70E+08,1.80E+08,1.48E+09,2.52E+08,146.6666667,5.73E+07,8309,6,247480.1667,9368989.667,0.833333333,2161258.833,250000,50.16666667,25.33333333,88667.16667,5.84E+08,75,1.71E+10,9680167.667,4.78E+07,application_1551694466424_3249,2922317
257281,5.70E+10,2.69E+08,5.23E+07,1.15E+08,5.96E+08,5.74E+07,1326.5,2.16E+08,5546,4,152145.5,0,3,4233776.5,0,40,2,37515,4.99E+07,42,1.67E+09,7764747.5,3530995,application_1551694466424_3458,7920000
64853.66667,4.52E+10,3.93E+09,1.97E+08,8.86E+07,0,0,112.6666667,3.12E+07,8848,6,19840.5,2230761.833,0.333333333,1589835.333,59525.5,61,31.33333333,8213.5,1.33E+08,91,3.09E+08,6667514.167,1.47E+07,application_1551694466424_3977,1855073
226383.5,9.97E+10,5.67E+09,2.00E+08,1.47E+08,1.92E+09,2.51E+08,377.8333333,9.01E+07,8224,6,124643.5,4461445.333,0.5,1768404.167,119047.6667,31.66666667,4.5,20303.16667,1.80E+08,35.16666667,3.37E+10,8539433.167,1.18E+07,application_1552951754124_0087,1474642
76336,4.34E+10,2.62E+09,2.39E+08,1.26E+08,0,0,114,3.23E+07,8900,6,34311.83333,1993500.833,0.5,1570842.333,53193.83333,57.16666667,29,13901.83333,1.60E+08,85.16666667,5.24E+09,6552323.667,1.36E+07,application_1552951754124_0191,1563903
218474.3333,8.31E+10,4.60E+09,2.94E+08,1.03E+08,1.41E+09,2.12E+08,991.5,8.85E+07,8278,6,118379.3333,3603481.5,0.5,1699726.667,96155.16667,68.66666667,6.5,30132.16667,2.71E+08,74.66666667,3.25E+09,8028309.667,2.18E+07,application_1552951754124_0337,1370064
276016.8333,8.42E+10,1.07E+10,3.29E+08,1.47E+08,1.13E+09,9.74E+07,182.3333333,5.79E+07,8114,6,187465.8333,6287525,0.333333333,1914498.333,167773.6667,30,15.5,47251.83333,2.21E+08,44.5,1.54E+10,9255252.667,2.11E+07,application_1552951754124_0436,2257727
195650.3333,9.15E+10,3.38E+09,3.18E+08,1.45E+08,1.69E+09,3.27E+08,404.1666667,5.98E+07,8856,6,95122.16667,2602565.833,0.5,1619600.167,69446.33333,66.83333333,14,24843.83333,2.67E+08,79.66666667,1.45E+09,7211405.167,1.68E+07,application_1552951754124_0624,1268931
284690.8333,9.19E+10,6.48E+09,3.27E+08,1.32E+08,2.07E+09,1.73E+08,152.5,5.57E+07,8273,6,155511.3333,3747764.333,0.5,1711280.167,100006.3333,50.66666667,25.5,99521.83333,2.24E+08,74.16666667,2.67E+10,8124685.667,2.25E+07,application_1552951754124_0682,2224664
90423.5,5.00E+10,3.47E+09,2.74E+08,1.46E+08,0,0,111.5,2.87E+07,8809,6,40611.83333,2676924.167,0.5,1625551.167,71430,44.83333333,23.5,12186.5,1.83E+08,66.83333333,5.34E+08,7282570.667,1.43E+07,application_1552951754124_1600,1650739
434445.7436,2.47E+11,2.44E+09,2.89E+08,1.71E+08,3.64E+09,7.56E+08,683.7948718,1.97E+08,48122,39,117177.4872,0,0.948717949,3908107.846,0,45.97435897,6.512820513,26255.07692,2.58E+08,51.23076923,6.07E+10,8884422.205,1.96E+07,application_1552951754124_1724,2.66E+07
83941.5,4.56E+10,5.69E+09,1.32E+08,1.00E+08,0,0,116.6666667,3.49E+07,8833,6,30791.5,3323009.833,0.5,1677515.167,88751.33333,27.5,14.16666667,13045.5,9.14E+07,39.66666667,1.90E+08,7827230.667,1.03E+07,application_1552951754124_3753,1569499
649093.3,3.68E+11,8.77E+09,9.74E+08,1.96E+08,7.40E+09,9.69E+08,421.8,8.23E+07,13389,10,288878.1,6245997.3,0.7,2026846.6,166666.9,59.2,15.8,38576.1,8.08E+08,70.2,2.50E+10,1.05E+07,5.35E+07,application_1552951754124_3889,7523217
331706.3333,8.62E+10,8.47E+09,4.63E+08,1.50E+08,2.94E+09,3.42E+08,148.6666667,5.50E+07,8258,6,218293.6667,4931128.5,0.833333333,1806007.333,131582.5,49.5,25.33333333,127204.5,3.23E+08,71.16666667,2.78E+10,8765101.167,2.82E+07,application_1552951754124_4391,2577415
132610.5,6.18E+10,4.45E+09,1.80E+08,1.02E+08,0,0,224,8.10E+07,8905,6,55027.5,3470052.833,3.333333333,1689042.667,92593.83333,45.5,5.833333333,24285.16667,1.61E+08,50.5,1.40E+08,7934631.667,1.38E+07,application_1552951754124_6646,1000972
203841.8333,1.04E+11,3.46E+09,2.48E+08,1.22E+08,2.27E+09,3.26E+08,171.5,5.45E+07,8365,6,96468.66667,1972632.833,0.666666667,1568983.167,52638,59.16666667,30.33333333,24761.5,1.70E+08,85.66666667,2.13E+10,6526128.667,1.34E+07,application_1552951754124_6729,2068905
393127.0303,1.70E+11,6.80E+09,1.01E+08,1.45E+08,9.97E+08,1.15E+08,2138.636364,5.36E+08,42960,33,139120.8182,0,1,5179707.152,0,37.09090909,2.060606061,25079.78788,9.78E+07,38.12121212,8.67E+10,8367392.727,5968964,application_1552951754124_6881,1.52E+07
1100237.667,1.77E+11,6.98E+09,3.37E+08,1.18E+08,2.46E+09,4.60E+08,1149.833333,3.32E+07,8738,6,985457,5511220.667,1.166666667,1852439.667,147059.6667,48.5,14.5,190720.5,2.76E+08,57.83333333,3.80E+09,9000155.333,2.50E+07,application_1552951754124_8000,6481331
174156.1667,8.47E+10,4.71E+09,3.44E+08,1.36E+08,9.11E+08,1.62E+08,229.6666667,7.65E+07,8430,6,74839.33333,3748043.5,1,1711166.167,100301.8333,65,13.33333333,41960.16667,2.88E+08,77.66666667,1.68E+10,8132543.167,2.17E+07,application_1552951754124_8527,1464335
484565,2.00E+11,1.46E+10,7.37E+08,1.81E+08,5.71E+09,4.56E+08,636.6666667,3.10E+07,8714,6,273643.1667,8517230.5,0.833333333,2093080.167,227273,46.83333333,23.5,65657.66667,5.16E+08,67.16666667,1.02E+09,9726739.667,4.43E+07,application_1552951754124_8643,3216562
161902,8.23E+10,5.43E+09,4.67E+08,1.67E+08,2.00E+08,4.73E+07,353.6666667,9.92E+07,8846,6,60881,4258639.333,1.166666667,1752171.667,113637.5,68.66666667,5.166666667,20455.83333,4.42E+08,72.66666667,4.89E+08,8431632.667,2.50E+07,application_1552951754124_8913,1208639
136232.1667,6.80E+10,2.84E+09,1.85E+08,8.49E+07,1.75E+09,1.64E+08,156.6666667,5.70E+07,8269,6,67652.5,2178868.5,0.5,1585683.333,58141,58.16666667,30.16666667,11711.33333,1.30E+08,83.16666667,1.58E+09,6768903.667,1.46E+07,application_1552951754124_9015,1329375
352890.1667,2.29E+11,1.31E+10,7.00E+08,1.51E+08,5.28E+09,5.85E+08,447.5,7.44E+07,8090,6,117884.3333,1.04E+07,0.5,2244594.167,277778.1667,55.16666667,12,15120,5.83E+08,66.16666667,2.16E+10,9943384.667,5.25E+07,application_1552951754124_9096,2459384
