avgExecutorRunTime , avgexecutorCpuTime , InputBytes , avgShuffleReadBytes ,avgShuffleWriteBytes , avgMemoryBytesSpilled ,avgDiskBytesSpilled ,avgExecutorDeserializeTime , avgExecutorDeserializeCPUTime ,avgResultSize , numberOfStages,avgGCTime ,avgOutSize , avgResultSerTime , avgInputRecordsRead, avgOutputRecordsWritten, avgShuffleRemoteBlocksFetched, avgShuffleLocalBlocksFetched, avgShuffleFetchWaitTime, avgShuffleRemoteBytesRead , avgShuffleTotalBlocksFetched ,avgShuffleWriteTime,avgShuffleWriteRecords ,avgShuffleReadRecords , AppId , Exec_time
91544.33333,3.22E+10,2.72E+08,4.59E+08,2.03E+07,0,0,487.3333333,2.93E+08,3817,3,25300.33333,1.04E+09,1.333333333,907017.3333,1.04E+07,47.66666667,8.333333333,23835,4.41E+08,49.33333333,1.49E+08,459624.6667,1.04E+07,application_1566469074601_0133,339759
108881.3333,3.70E+10,2.72E+08,1.11E+09,4.87E+07,0,0,222,1.60E+08,4848,3,39491.66667,1.04E+09,1.666666667,907017.3333,1.04E+07,33.33333333,17.33333333,32125.66667,7.18E+08,49.33333333,1.62E+08,459624.6667,1.04E+07,application_1566469074601_0148,365926
110206.6667,3.48E+10,2.72E+08,1.11E+09,4.87E+07,0,0,1007.666667,4.18E+08,3885,3,50549.33333,1.04E+09,1.333333333,907017.3333,1.04E+07,47,7,36506,1.00E+09,49.33333333,5.75E+08,459624.6667,1.04E+07,application_1566469074601_0159,354621
88964,3.35E+10,2.72E+08,4.59E+08,2.03E+07,0,0,234,1.51E+08,4849,3,32961.66667,1.04E+09,1.666666667,907017.3333,1.04E+07,33.33333333,17.33333333,33175,2.98E+08,49.33333333,1.30E+08,459624.6667,1.04E+07,application_1566469074601_0204,305365
106647.6667,4.26E+10,2.72E+08,5.71E+08,2.52E+07,1.67E+09,5.22E+08,288,2.15E+08,4849,3,31741.33333,1.04E+09,1.333333333,907017.3333,1.04E+07,41.66666667,9,35718.33333,4.74E+08,49.33333333,6.28E+07,459624.6667,1.04E+07,application_1566469074601_0219,361995
75615.66667,3.21E+10,2.72E+08,1.09E+09,4.78E+07,0,0,297.3333333,2.16E+08,3775,3,29063.66667,1.04E+09,1,907017.3333,1.04E+07,33.33333333,17.33333333,29537,7.33E+08,49.33333333,1.59E+08,459624.6667,1.04E+07,application_1566469074601_0239,264935
88982,3.44E+10,2.72E+08,1.11E+09,4.87E+07,0,0,301,2.19E+08,3884,3,31629.33333,1.04E+09,1.666666667,907017.3333,1.04E+07,33.33333333,17.33333333,37298,7.18E+08,49.33333333,1.21E+08,459624.6667,1.04E+07,application_1566469074601_0251,309513
83484.16667,1.58E+10,6.86E+08,1.87E+08,4.05E+07,0,0,1767.833333,3.60E+08,8153,6,60970,4.23E+08,4,1142945.667,4234584.833,23.66666667,1.166666667,10522.66667,1.78E+08,24.66666667,5.45E+08,919249.3333,4234584.833,application_1566469074601_0271,1843671
106169,3.84E+10,2.72E+08,5.10E+08,2.25E+07,0,0,214.3333333,1.62E+08,4848,3,40171.66667,1.04E+09,1.333333333,907017.3333,1.04E+07,33.33333333,17.33333333,39851.66667,3.31E+08,49.33333333,8.28E+07,459624.6667,1.04E+07,application_1566469074601_0389,382394
97852.66667,2.97E+10,2.72E+08,1.09E+09,4.78E+07,0,0,965.3333333,3.17E+08,3818,3,22449.33333,1.04E+09,1,907017.3333,1.04E+07,46,9.333333333,44323.33333,9.83E+08,49.33333333,4.56E+08,459624.6667,1.04E+07,application_1566469074601_0404,328327
