19,19,snappy,snappy,FALSE,FALSE,96,96,4,4,FALSE,FALSE,50,50,FALSE,FALSE,65,65,14,14,TRUE,TRUE,TRUE,TRUE,497,497,178,178,FALSE,FALSE,364,364,62,62,41,41,0.818270011,0.818270011,124,124,121,121,6,6,FALSE,FALSE,0.922102353,0.922102353,0.641070539,0.641070539,72,72,302,302,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,351,351,2.191236063,2.191236063,,90155,wordcount,application_1546745555717_0125,gigantic
19,19,lzf,lzf,FALSE,FALSE,89,89,4,4,FALSE,FALSE,50,50,FALSE,FALSE,65,65,14,14,FALSE,FALSE,TRUE,TRUE,497,497,152,152,FALSE,FALSE,364,364,62,62,46,46,0.829110419,0.829110419,124,124,121,121,6,6,FALSE,FALSE,0.960724513,0.960724513,0.641070539,0.641070539,83,83,302,302,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,479,479,2.191236063,2.191236063,,88363,wordcount,application_1546745555717_0126,gigantic
20,20,lzf,lzf,TRUE,TRUE,89,89,2,2,TRUE,TRUE,50,50,TRUE,TRUE,65,65,14,14,FALSE,FALSE,TRUE,TRUE,497,497,152,152,FALSE,FALSE,508,508,46,46,46,46,0.829110419,0.829110419,124,124,121,121,6,6,FALSE,FALSE,0.960724513,0.960724513,0.641070539,0.641070539,83,83,302,302,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,395,395,2.162760394,2.162760394,,90154,wordcount,application_1546745555717_0127,gigantic
25,25,lzf,lzf,TRUE,TRUE,94,94,4,4,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,152,152,FALSE,FALSE,390,390,69,69,46,46,0.844566799,0.844566799,124,124,121,121,6,6,FALSE,FALSE,0.960724513,0.960724513,0.641070539,0.641070539,83,83,302,302,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.286189577,2.286189577,,88009,wordcount,application_1546745555717_0128,gigantic
19,19,lzf,lzf,FALSE,FALSE,97,97,4,4,TRUE,TRUE,47,47,FALSE,FALSE,65,65,14,14,FALSE,FALSE,TRUE,TRUE,403,403,153,153,FALSE,FALSE,364,364,62,62,46,46,0.861837896,0.861837896,93,93,121,121,21,21,TRUE,TRUE,0.960724513,0.960724513,0.641070539,0.641070539,83,83,302,302,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,479,479,2.191236063,2.191236063,,90495,wordcount,application_1546745555717_0129,gigantic
15,15,lzf,lzf,FALSE,FALSE,89,89,4,4,FALSE,FALSE,50,50,FALSE,FALSE,65,65,14,14,FALSE,FALSE,TRUE,TRUE,497,497,152,152,FALSE,FALSE,364,364,62,62,49,49,0.829110419,0.829110419,124,124,121,121,6,6,FALSE,FALSE,0.993487663,0.993487663,0.593167443,0.593167443,97,97,302,302,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,479,479,2.191236063,2.191236063,,90616,wordcount,application_1546745555717_0130,gigantic
25,25,snappy,snappy,TRUE,TRUE,94,94,4,4,FALSE,FALSE,37,37,TRUE,TRUE,63,63,16,16,FALSE,FALSE,TRUE,TRUE,497,497,152,152,FALSE,FALSE,456,456,69,69,38,38,0.844566799,0.844566799,124,124,110,110,21,21,FALSE,FALSE,0.960724513,0.960724513,0.641070539,0.641070539,86,86,302,302,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,439,439,2.286189577,2.286189577,,88995,wordcount,application_1546745555717_0131,gigantic
25,25,lzf,lzf,TRUE,TRUE,94,94,4,4,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,106,106,FALSE,FALSE,390,390,42,42,46,46,0.813887963,0.813887963,52,52,122,122,6,6,FALSE,FALSE,0.880738772,0.880738772,0.623472575,0.623472575,83,83,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.286189577,2.286189577,,86539,wordcount,application_1546745555717_0132,gigantic
25,25,lzf,lzf,TRUE,TRUE,100,100,3,3,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,152,152,FALSE,FALSE,390,390,69,69,44,44,0.824119723,0.824119723,124,124,127,127,3,3,FALSE,FALSE,0.960724513,0.960724513,0.641070539,0.641070539,85,85,302,302,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,295,295,2.286189577,2.286189577,,86559,wordcount,application_1546745555717_0133,gigantic
25,25,lzf,lzf,TRUE,TRUE,94,94,7,7,FALSE,FALSE,34,34,FALSE,FALSE,65,65,15,15,FALSE,FALSE,TRUE,TRUE,497,497,142,142,TRUE,TRUE,463,463,69,69,45,45,0.844566799,0.844566799,124,124,121,121,6,6,FALSE,FALSE,0.960724513,0.960724513,0.641070539,0.641070539,83,83,218,218,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,475,475,2.286189577,2.286189577,,88889,wordcount,application_1546745555717_0134,gigantic
