33,33,lzf,lzf,TRUE,TRUE,30,30,2,2,TRUE,TRUE,103,103,TRUE,TRUE,124,124,15,15,FALSE,FALSE,FALSE,FALSE,879,879,139,139,FALSE,FALSE,866,866,99,99,30,30,0.842781792,0.842781792,226,226,127,127,18,18,FALSE,FALSE,0.720757678,0.720757678,0.903287679,0.903287679,110,110,44,44,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,772,772,4.888942208,4.888942208,,266910,tpch,application_1543991612114_0107,20
9,9,snappy,snappy,TRUE,TRUE,119,119,10,10,FALSE,FALSE,47,47,FALSE,FALSE,49,49,11,11,TRUE,TRUE,FALSE,FALSE,941,941,274,274,TRUE,TRUE,756,756,69,69,47,47,0.628643487,0.628643487,73,73,94,94,10,10,TRUE,TRUE,0.704836558,0.704836558,0.796700717,0.796700717,65,65,293,293,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,371,371,4.991012768,4.991012768,,310947,tpch,application_1543991612114_0107,20
19,19,lzf,lzf,FALSE,FALSE,118,118,2,2,TRUE,TRUE,53,53,FALSE,FALSE,111,111,8,8,FALSE,FALSE,TRUE,TRUE,297,297,138,138,FALSE,FALSE,124,124,38,38,49,49,0.805191166,0.805191166,121,121,69,69,35,35,TRUE,TRUE,0.548926012,0.548926012,0.905330732,0.905330732,13,13,399,399,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,964,964,3.511171873,3.511171873,,271740,tpch,application_1543991612114_0107,20
14,14,lzf,lzf,FALSE,FALSE,106,106,2,2,FALSE,FALSE,53,53,FALSE,FALSE,111,111,8,8,FALSE,FALSE,FALSE,FALSE,144,144,138,138,TRUE,TRUE,113,113,38,38,49,49,0.716239691,0.716239691,224,224,69,69,35,35,TRUE,TRUE,0.576108548,0.576108548,0.864384058,0.864384058,7,7,399,399,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,964,964,4.873107239,4.873107239,,252477,tpch,application_1543991612114_0107,20
16,16,lzf,lzf,FALSE,FALSE,106,106,2,2,TRUE,TRUE,53,53,FALSE,FALSE,111,111,8,8,FALSE,FALSE,FALSE,FALSE,456,456,138,138,TRUE,TRUE,124,124,38,38,49,49,0.773614898,0.773614898,240,240,75,75,32,32,TRUE,TRUE,0.576108548,0.576108548,0.923031623,0.923031623,9,9,399,399,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,996,996,4.873107239,4.873107239,,245851,tpch,application_1543991612114_0107,20
16,16,snappy,snappy,FALSE,FALSE,77,77,5,5,TRUE,TRUE,53,53,FALSE,FALSE,101,101,8,8,TRUE,TRUE,TRUE,TRUE,307,307,138,138,TRUE,TRUE,179,179,37,37,49,49,0.716239691,0.716239691,224,224,69,69,35,35,TRUE,TRUE,0.576108548,0.576108548,0.923031623,0.923031623,23,23,399,399,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,964,964,4.873107239,4.873107239,,253887,tpch,application_1543991612114_0107,20
14,14,lzf,lzf,TRUE,TRUE,68,68,5,5,FALSE,FALSE,69,69,TRUE,TRUE,115,115,5,5,FALSE,FALSE,FALSE,FALSE,303,303,114,114,FALSE,FALSE,944,944,99,99,9,9,0.683906486,0.683906486,236,236,123,123,32,32,FALSE,FALSE,0.929204481,0.929204481,0.228070021,0.228070021,108,108,335,335,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,709,709,3.649150183,3.649150183,,378336,tpch,application_1543991612114_0107,20
13,13,snappy,snappy,TRUE,TRUE,23,23,3,3,FALSE,FALSE,121,121,TRUE,TRUE,48,48,15,15,TRUE,TRUE,FALSE,FALSE,629,629,66,66,FALSE,FALSE,300,300,53,53,10,10,0.642409685,0.642409685,239,239,69,69,40,40,FALSE,FALSE,0.623466841,0.623466841,0.042991918,0.042991918,10,10,248,248,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,382,382,4.89490561,4.89490561,,264395,tpch,application_1543991612114_0107,20
22,22,lzf,lzf,FALSE,FALSE,107,107,10,10,FALSE,FALSE,73,73,TRUE,TRUE,29,29,6,6,TRUE,TRUE,FALSE,FALSE,568,568,134,134,TRUE,TRUE,771,771,41,41,40,40,0.642620052,0.642620052,157,157,38,38,113,113,FALSE,FALSE,0.517150765,0.517150765,0.623820749,0.623820749,37,37,115,115,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,666,666,2.888506828,2.888506828,,380693,tpch,application_1543991612114_0107,20
40,40,lz4,lz4,TRUE,TRUE,43,43,3,3,FALSE,FALSE,82,82,FALSE,FALSE,117,117,7,7,TRUE,TRUE,TRUE,TRUE,729,729,68,68,TRUE,TRUE,812,812,76,76,47,47,0.623244473,0.623244473,375,375,66,66,10,10,TRUE,TRUE,0.787345724,0.787345724,0.51987079,0.51987079,100,100,171,171,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,834,834,4.500383666,4.500383666,,300476,tpch,application_1543991612114_0107,20
